ФИО,Приказ,E-mail,Телефон,"Форма обучения","Баллы ЕГЭ",Статус,Курс
"Романов Денис Арсеньевич","от 20.7.2017 № 2701-к",miozo_1999@nihuja.net,9874942022,внебюджет,175,Отчислен,4
"Лобанов Борис Станиславович","от 10.3.2016 № 2538-к",niusia@langoo.com,9224317574,бюджет,247,Переведён,2
"Дмитриева Алина Егоровна","от 15.6.2017 № 2538-к",myemyaschou@yandex.ru,9162281488,внебюджет,176,Зачислен,1
"Одинцова Раиса Мартыновна","от 21.10.2017 № 2501-к",zjushyejy@hob.ru,9643521752,бюджет,165,Отчислен,3
"Громов Мартын Донатович","от 22.12.2016 № 2501-к",koopjaqu@softhome.com,9377222942,бюджет,208,Зачислен,1
"Семёнов Федосей Авксентьевич","от 30.5.2017 № 2538-к",loothia@orc.ru,9194047774,бюджет,188,Переведён,4
"Петров Денис Иринеевич","от 3.12.2016 № 2701-к",pioljajya@smtp.ru,9174958004,внебюджет,207,Отчислен,2
"Игнатьева Акулина Георгьевна","от 23.4.2016 № 2501-к",zeecia@land.ru,9688502857,внебюджет,192,Отчислен,2
"Жуков Гордей Макарович","от 19.3.2016 № 2500-к",djichyo@infobiz.com,9267250348,внебюджет,247,Переведён,4
"Егоров Агафон Вадимович","от 15.1.2017 № 2701-к",haegyxia@sexnarod.ru,9086368491,внебюджет,194,Зачислен,1
"Рябов Герман Улебович","от 12.10.2016 № 2501-к",maepioryf@hob.ru,9500546616,бюджет,233,Выпустился,5
"Фомина Елена Данииловна","от 21.3.2017 № 2701-к",gounjogyik@aol.com,9788605781,внебюджет,222,Выпустился,5
"Поляков Авксентий Евгеньевич","от 15.6.2017 № 2538-к",haeschoj@aol.com,9503252908,бюджет,151,Отчислен,3
"Пахомова Нина Семёновна","от 13.1.2016 № 2501-к",zhjoreep@adelite.com,9296073575,бюджет,195,Отчислен,2
"Миронов Денис Лукьянович","от 27.4.2017 № 2501-к",xyejaeschiu@rin.ru,9204537459,бюджет,239,Отчислен,3
"Гуляев Кондрат Кимович","от 16.11.2017 № 2538-к",tjudiucyu@pop3.ru,9852449102,бюджет,151,Выпустился,5
"Бирюков Максим Валерьянович","от 12.12.2017 № 2501-к",noohie@nettaxi.com,9245963627,бюджет,225,Выпустился,5
"Фомина Синклитикия Васильевна","от 11.10.2016 № 2538-к",tyihjalych@yahoo.com,9163728575,внебюджет,222,Отчислен,3
"Кулаков Всеволод Федотович","от 29.7.2017 № 2701-к",shyogie@rol.ru,9193764887,внебюджет,207,Выпустился,5
"Александров Святослав Глебович","от 26.8.2017 № 2500-к",zyogjevjip@rumail.ru,9062902263,бюджет,215,Переведён,4
"Некрасова Вера Ивановна","от 17.12.2016 № 2538-к",raeschuny@list.ru,9652681583,бюджет,208,Зачислен,1
"Горбунов Альвиан Богданович","от 4.5.2017 № 2701-к",chjochju@land.ru,9293078007,внебюджет,226,Переведён,3
"Одинцов Егор Максимович","от 11.12.2016 № 2538-к",buhje_1980@mail.ru,9156321413,внебюджет,152,Переведён,4
"Никифорова Ульяна Христофоровна","от 14.7.2017 № 2501-к",lixyez@rol.ru,9650304128,внебюджет,248,Отчислен,3
"Гусев Ким Лукьянович","от 23.10.2016 № 2538-к",kieniexi@usa.net,9138579608,внебюджет,210,Отчислен,3
"Гришин Богдан Германович","от 29.8.2017 № 2500-к",mupee@usa.net,9174998923,бюджет,185,Переведён,2
"Анисимова Регина Аркадьевна","от 18.11.2016 № 2501-к",gynoujour@netaddress.com,9263655778,внебюджет,175,Отчислен,3
"Галкин Ким Игоревич","от 1.9.2017 № 2501-к",gjebia@yahoo.com,9167518551,внебюджет,232,Выпустился,5
"Гуляев Агафон Антонинович","от 9.2.2017 № 2501-к",deelyope@exn.ru,9190598222,бюджет,170,Переведён,2
"Пахомов Митрофан Павлович","от 22.2.2016 № 2500-к",giahyniaf@langoo.com,9094439992,внебюджет,229,Переведён,2
"Семёнова Раиса Антониновна","от 21.8.2016 № 2538-к",chiugiab@pop3.ru,9333317379,внебюджет,150,Выпустился,5
"Голубев Мартын Лукьянович","от 21.1.2016 № 2538-к",schjijae@hotbox.com,9124574422,бюджет,242,Отчислен,4
"Николаев Гордей Вячеславович","от 7.11.2017 № 2701-к",sjeljo@softhome.com,9161689098,бюджет,169,Переведён,4
"Князев Эдуард Николаевич","от 27.12.2016 № 2501-к",shjosa@email.ru,9520568458,внебюджет,158,Зачислен,1
"Брагина Варвара Евгеньевна","от 8.7.2017 № 2500-к",ligia@narod.ru,9827350855,бюджет,170,Переведён,2
"Родионов Пантелеймон Ярославович","от 21.10.2017 № 2501-к",thjisonjod@pop3.ru,9063786792,бюджет,218,Переведён,4
"Носова Евпраксия Германовна","от 9.8.2016 № 2701-к",sezhiom@google.com,9647791369,бюджет,162,Отчислен,2
"Стрелков Дмитрий Анатольевич","от 11.7.2017 № 2501-к",fyaschjuzhyij@mnogo.ru,9375503037,бюджет,194,Зачислен,1
"Савельев Александр Кондратович","от 9.7.2017 № 2701-к",fouboush@aol.com,9192475318,внебюджет,228,Переведён,2
"Логинова Екатерина Германновна","от 12.4.2017 № 2500-к",shjudut@email.ru,9280000000,внебюджет,217,Выпустился,5
"Елисеева Лариса Олеговна","от 20.11.2017 № 2501-к",nugiash@narod.ru,9377777717,бюджет,237,Отчислен,4
"Гурьева Наталья Игоревна","от 17.8.2017 № 2500-к",xuviozhiu@netaddress.com,9504483926,бюджет,220,Отчислен,3
"Коновалов Вадим Богданович","от 19.11.2016 № 2501-к",ciovoothjo@softhome.com,9500571989,бюджет,151,Отчислен,3
"Прохорова Элеонора Аристарховна","от 10.7.2016 № 2500-к",queehjom@email.ru,9295053340,внебюджет,179,Отчислен,3
"Щербакова Лидия Валерьяновна","от 26.5.2017 № 2538-к",sol@rol.ru,9229596694,бюджет,150,Выпустился,5
"Дьячков Даниил Альвианович","от 17.6.2017 № 2501-к",thiuloosya@mnogo.ru,9627933558,бюджет,196,Зачислен,1
"Щукин Авдей Валерьянович","от 27.1.2017 № 2538-к",hiecjux@visto.com,9998001283,бюджет,157,Отчислен,2
"Медведева Таисия Филатовна","от 5.3.2016 № 2538-к",totie@netaddress.com,9161613535,бюджет,154,Зачислен,1
"Антонов Олег Гордеевич","от 8.11.2016 № 2501-к",ljoziuquou@aol.com,9788810803,бюджет,241,Переведён,4
"Гордеева Эмилия Кимовна","от 4.2.2017 № 2701-к",scheculy@nextmail.ru,9120945329,внебюджет,164,Выпустился,5
"Жукова Алина Протасьевна","от 7.9.2017 № 2500-к",fjazyoho@newmail.ru,9215876734,бюджет,150,Отчислен,2
"Селиверстов Макар Альбертович","от 28.1.2017 № 2701-к",xizipou@infobiz.com,9154261981,внебюджет,232,Отчислен,3
"Трофимова Дарья Максимовна","от 14.11.2016 № 2701-к",cial@hotbox.ru,9788094807,внебюджет,164,Зачислен,1
"Кулагин Митрофан Александрович","от 18.10.2017 № 2701-к",sogeefje@nextmail.ru,9141439478,бюджет,221,Переведён,3
"Шарова Зоя Владленовна","от 23.8.2016 № 2538-к",shyiniedyi@yandex.ru,9517951653,внебюджет,249,Переведён,2
"Лебедева Александра Юрьевна","от 26.12.2016 № 2501-к",tiubiufoop@netbox.com,9653155958,бюджет,213,Выпустился,5
"Киселёв Ростислав Демьянович","от 19.5.2016 № 2538-к",schiariol@land.ru,9227600779,бюджет,188,Переведён,2
"Казакова Валентина Руслановна","от 11.3.2017 № 2701-к",gjas@list.ru,9177411098,внебюджет,190,Зачислен,1
"Дорофеева Тамара Матвеевна","от 19.7.2016 № 2538-к",nokjushji@land.ru,9806955399,бюджет,243,Переведён,2
"Кулагина Людмила Альбертовна","от 19.12.2016 № 2538-к",sacheesu@umr.ru,9222476532,внебюджет,154,Отчислен,4
"Медведев Андрей Антонинович","от 22.7.2016 № 2701-к",kiuxiem@sexnarod.ru,9061153472,внебюджет,160,Переведён,2
"Лыткин Авксентий Федотович","от 11.2.2016 № 2501-к",schyaziu@adelite.com,9385258555,бюджет,185,Переведён,4
"Павлов Федот Авксентьевич","от 11.9.2017 № 2701-к",maequye@netaddress.com,9640381155,бюджет,157,Переведён,2
"Пахомов Владлен Станиславович","от 23.7.2017 № 2538-к",xaejjo@rambler.ru,9256114107,бюджет,165,Переведён,2
"Дементьева Татьяна Авдеевна","от 4.8.2017 № 2538-к",mehie@orc.ru,9002981161,бюджет,159,Переведён,2
"Васильева Элеонора Алексеевна","от 17.8.2017 № 2501-к",siucjal@visto.com,9090166150,бюджет,226,Выпустился,5
"Соколов Вадим Юлианович","от 30.2.2016 № 2538-к",ciaxyechi@rambler.ru,9516088361,внебюджет,164,Выпустился,5
"Быков Серапион Авксентьевич","от 28.9.2017 № 2538-к",siathun@visto.com,9246798842,внебюджет,212,Выпустился,5
"Крылова Елизавета Денисовна","от 5.1.2017 № 2501-к",thytiutya@umr.ru,9680757762,внебюджет,187,Отчислен,3
"Белозёров Никита Мэлорович","от 21.3.2016 № 2500-к",neljo@langoo.com,9534664071,внебюджет,212,Зачислен,1
"Лыткина Александра Борисовна","от 11.11.2017 № 2500-к",noudia@lycos.com,9120187825,бюджет,166,Отчислен,3
"Комарова Агафья Мартыновна","от 14.5.2016 № 2501-к",zhysuk@mnogo.ru,9631503789,внебюджет,234,Отчислен,3
"Кузнецова Валентина Лаврентьевна","от 25.5.2016 № 2538-к",ziol@google.com,9021321454,внебюджет,174,Выпустился,5
"Павлов Макар Брониславович","от 15.9.2016 № 2538-к",cjereb@google.com,9286216680,внебюджет,234,Переведён,3
"Мясников Бронислав Лаврентьевич","от 6.4.2017 № 2701-к",chioschig@aol.com,9686704229,внебюджет,225,Отчислен,2
"Субботин Владислав Сергеевич","от 20.4.2017 № 2538-к",ciovjovoop@netbox.com,9681525732,внебюджет,180,Отчислен,4
"Попов Геласий Кондратович","от 23.6.2017 № 2501-к",mjapjuv@narod.ru,9379694221,бюджет,247,Выпустился,5
"Лыткина Ангелина Евгеньевна","от 27.9.2016 № 2500-к",muziavya@max.ru,9536610304,бюджет,175,Переведён,4
"Попова Нинель Максимовна","от 26.8.2016 № 2501-к",riobyeb@rambler.ru,9136097913,внебюджет,241,Зачислен,1
"Панова Кира Евсеевна","от 27.2.2016 № 2538-к",chukiak@nihuja.net,9111686396,бюджет,164,Выпустился,5
"Куликова Иванна Игнатьевна","от 20.5.2016 № 2538-к",hjizji@nihuja.net,9263257348,бюджет,175,Зачислен,1
